void_id,void_index,redshift,radius_hmpc_assumed,center_dist_hmpc,x_over_Rv,valid_shell_samples,center_delta_gstar,shell_delta_mean,shell_delta_median,shell_delta_p84,monopole_outflow_kms,raw_mean_outflow_kms,dipole_rms_kms,quadrupole_rms_kms,residual_rms_kms,outer_delta_2p5R,void_class,low_quadrupole_shear
3119.0,10,0.04274,5.84,127.00994677717425,1.25,256,-0.4420937820127545,-0.40115910447574643,-0.42162073665394106,-0.26412797294589924,43.53046642826692,43.540312127861995,8.666224580601888,28.826763440915432,11.456057285191488,-0.25464198113490966,void_in_void,True
3119.0,10,0.04274,5.84,127.00994677717425,1.5507603954646239,256,-0.4420937820127545,-0.37673422864377426,-0.3923797700585162,-0.2318569353285429,52.26337143979449,52.27438599188791,11.0233291078063,33.87027551899058,16.05629553489963,-0.25464198113490966,void_in_void,True
3119.0,10,0.04274,5.84,127.00994677717425,2.0,256,-0.4420937820127545,-0.3268026061592898,-0.344147136920986,-0.10733470182883116,62.73889272506273,62.75046886778547,15.286802552128897,40.15246104412643,23.64142682653791,-0.25464198113490966,void_in_void,False
3119.0,10,0.04274,5.84,127.00994677717425,2.5,256,-0.4420937820127545,-0.25464198113490966,-0.27791787794626727,0.008275373592058297,69.57677540299876,69.58648520619124,23.572629615888935,44.62569100067934,33.71071243036649,-0.25464198113490966,void_in_void,False
17578.0,11,0.02437,9.67,72.69647831231971,0.8,256,-0.3655752262740985,0.0781606711594956,-0.11133978323457903,0.5146306213304751,7.5029821732474815,7.504748925825316,46.63142998263571,43.08624115109736,27.947544277731648,0.05045842369038281,void_in_cloud_or_compensated,False
17578.0,11,0.02437,9.67,72.69647831231971,1.0,256,-0.3655752262740985,0.18185065799034472,-0.022281728694916098,0.5865280651344849,-4.5025332622421725,-4.504116359856113,68.35299842835668,47.609465519746585,36.099612679334854,0.05045842369038281,void_in_cloud_or_compensated,False
17578.0,11,0.02437,9.67,72.69647831231971,1.25,256,-0.3655752262740985,0.21562670869165357,0.020767320957864405,0.7981448942400144,-20.437262750813023,-20.442509225997746,95.29620857904699,57.21125418054724,44.671038916306195,0.05045842369038281,void_in_cloud_or_compensated,False
17578.0,11,0.02437,9.67,72.69647831231971,1.5507603954646239,256,-0.3655752262740985,0.13944180000011772,-0.019026689267441173,0.8440205787942902,-31.808875396416944,-31.81569490841934,122.35355693129219,69.20259141454666,54.79287180055134,0.05045842369038281,void_in_cloud_or_compensated,False
17578.0,11,0.02437,9.67,72.69647831231971,2.0,256,-0.3655752262740985,0.016587215334729427,-0.1530464079150528,0.7693970406624703,-28.41042590246561,-28.412923349204057,147.73777271351256,73.61453062825738,67.78464142413263,0.05045842369038281,void_in_cloud_or_compensated,False
17578.0,11,0.02437,9.67,72.69647831231971,2.5,256,-0.3655752262740985,0.05045842369038281,-0.18992422278053323,0.7457857175329867,-22.190327177472234,-22.182817481418823,160.88913220880917,72.9847183307661,68.85756084604937,0.05045842369038281,void_in_cloud_or_compensated,False
10240.0,12,0.0403,5.38,119.81997267417765,0.8,256,-0.14987377833766746,-0.06786512639569706,-0.09532207698179279,0.3383465171291833,5.892752963040556,5.902364504502353,18.73623845751861,28.365960835431725,13.96973536547884,-0.020826804574066958,void_in_void,True
10240.0,12,0.0403,5.38,119.81997267417765,1.0,256,-0.14987377833766746,-0.036472746244784054,-0.0822791434610507,0.4468880268767376,5.747681148620247,5.758483241284173,28.32815503527854,31.352621252409108,19.492238867562488,-0.020826804574066958,void_in_void,True
10240.0,12,0.0403,5.38,119.81997267417765,1.25,256,-0.14987377833766746,-0.0017580432040406949,-0.07143628825014695,0.5471138951524154,4.4976958241403,4.508789806467741,42.1352429140441,31.770885729116344,25.466388416830984,-0.020826804574066958,void_in_void,True
10240.0,12,0.0403,5.38,119.81997267417765,1.5507603954646239,256,-0.14987377833766746,0.026011442620052182,-0.08381231169991649,0.6575252520992645,2.149937036640209,2.159437577885363,60.349666978174874,27.53321860383488,29.898648061935088,-0.020826804574066958,void_in_void,True
10240.0,12,0.0403,5.38,119.81997267417765,2.0,256,-0.14987377833766746,0.02650849514606594,-0.15879646807667636,0.672745444290459,-1.1992469015716931,-1.1957065086360004,88.235066634443,14.113257479476864,30.16077843180383,-0.020826804574066958,void_in_void,True
10240.0,12,0.0403,5.38,119.81997267417765,2.5,256,-0.14987377833766746,-0.020826804574066958,-0.23716685456943937,0.5914154417892196,-1.1182454389289258,-1.1241016506161916,116.24142056549664,12.045927187226328,26.292104798297274,-0.020826804574066958,void_in_void,True
11653.0,13,0.02182,6.7,65.12393623544556,0.8,256,-0.6234721484690158,-0.5721702070137578,-0.5898586874208673,-0.4415545329514515,45.50573004473008,45.51467183164198,7.917341287833721,19.63636637606648,9.149874569107682,-0.3103494289383907,void_in_void,True
11653.0,13,0.02182,6.7,65.12393623544556,1.0,256,-0.6234721484690158,-0.5367825945480268,-0.5621533353517005,-0.33099933740485965,55.00555308597065,55.01692140923702,12.123302842480886,22.479355663921314,13.118248931993056,-0.3103494289383907,void_in_void,True
11653.0,13,0.02182,6.7,65.12393623544556,1.25,256,-0.6234721484690158,-0.48104176233773166,-0.5247660588249178,-0.1918669274837055,64.83600529360572,64.85054222276379,18.222530977421265,25.878274092150363,18.021356357726003,-0.3103494289383907,void_in_void,True
11653.0,13,0.02182,6.7,65.12393623544556,1.5507603954646239,256,-0.6234721484690158,-0.4143908043316748,-0.4851371819020642,0.03029666546008179,73.53884618585329,73.55756769592406,26.716234011919806,31.692751101292107,23.592308120554904,-0.3103494289383907,void_in_void,True
